Sample_ID	Genbank accession	SRA accession	Collection Date	Host	Country*	Region	Sequence type (ST)	Biovar	Lineage	Global phylogeny	Temporal analysis	cgMLST analysis	cgMLST Complex	BAPS
2016-TE-1408-1-1	NA	SRR11450784	2016	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2016-TE-1433-1-1	NA	SRR11450783	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C10	BAPS5
2016-TE-1434-1-1	NA	SRR11450782	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2016-TE-1435-1-1	NA	SRR11450781	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C15	BAPS4
2016-TE-1436-1-1	NA	SRR11450780	2016	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2016-TE-1455-1-1	NA	SRR11456898	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2016-TE-1491-1-1	NA	SRR11456897	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C2	BAPS4
2016-TE-1495-1-1	NA	SRR11456864	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C15	BAPS4
2016-TE-15072-1-1	NA	SRR11456853	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2016-TE-15072-1-2	NA	SRR11456842	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C6	BAPS5
2016-TE-15073-1-2	NA	SRR11456831	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C13	BAPS4
2016-TE-15073-1-3	NA	SRR11456820	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C10	BAPS5
2016-TE-15074-1-1	NA	SRR11456809	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	none	BAPS5
2016-TE-15075-1-1	NA	SRR11456884	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C13	BAPS4
2016-TE-15075-1-2	NA	SRR11456873	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C13	BAPS4
2016-TE-15075-1-3	NA	SRR11456896	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C13	BAPS4
2016-TE-15075-1-4	NA	SRR11456895	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C13	BAPS4
2016-TE-15077-1-1	NA	SRR11456872	2016	CATTLE	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C13	BAPS4
2016-TE-15079-1-1	NA	SRR11456871	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS5
2016-TE-15081-1-1	NA	SRR11456870	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	C6	BAPS5
2016-TE-15081-1-2	NA	SRR11456869	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	C6	BAPS5
2016-TE-15505-1-1	NA	SRR11456868	2016	GOAT	ITALY	PUGLIA	43	3	West Mediterranean	no	no	yes	C4	BAPS4
2016-TE-15508-1-1	NA	SRR11456867	2016	CATTLE	ITALY	PUGLIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2016-TE-15513-1-1	NA	SRR11456866	2016	CATTLE	ITALY	CAMPANIA	43	3	West Mediterranean	no	no	yes	C4	BAPS4
2016-TE-1581-1-1	NA	SRR11456865	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C6	BAPS5
2016-TE-1584-1-1	NA	SRR11456863	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C6	BAPS5
2016-TE-1585-1-1	NA	SRR11456862	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C6	BAPS5
2016-TE-16384-1-1	NA	SRR11456861	2016	HUMAN	ITALY	ABRUZZO	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2016-TE-17272-1-1	NA	SRR11456860	2016	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2016-TE-17939-1-1	NA	SRR11456859	2016	CATTLE	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2016-TE-17940-1-1	NA	SRR11456858	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2016-TE-17941-1-1	NA	SRR11456857	2016	GOAT	ITALY	SICILIA	NA	3	West Mediterranean	yes	no	yes	C9	BAPS5
2016-TE-17973-1-1	NA	SRR11456856	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2016-TE-17974-1-1	NA	SRR11456855	2016	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C5	BAPS5
2016-TE-17990-1-1	NA	SRR11456854	2016	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2016-TE-19816-1-1	NA	SRR11456852	2016	GOAT	ITALY	PUGLIA	43	3	West Mediterranean	no	no	yes	C4	BAPS4
2016-TE-20378-1-1	NA	SRR11456851	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C21	BAPS4
2016-TE-20379-1-1	NA	SRR11456850	2016	SHEEP	ITALY	SICILIA	NA	3	West Mediterranean	yes	no	yes	C15	BAPS4
2016-TE-20388-1-1	NA	SRR11456849	2016	GOAT	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2016-TE-20390-1-1	NA	SRR11456848	2016	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2016-TE-20391-1-1	NA	SRR11456847	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2016-TE-21061-1-1	NA	SRR11456846	2016	HUMAN	ITALY	ABRUZZO	88	3	West Mediterranean	yes	no	yes	C20	BAPS4
2016-TE-25775-1-1	NA	SRR11456845	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C21	BAPS4
2016-TE-4695-1-1	NA	SRR11456844	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C10	BAPS5
2016-TE-6407-1-1	NA	SRR11456843	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C10	BAPS5
2016-TE-6408-1-1	NA	SRR11456841	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2016-TE-6408-1-2	NA	SRR11456840	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2016-TE-6408-1-3	NA	SRR11456839	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2016-TE-6409-1-1	NA	SRR11456838	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2016-TE-6409-1-2	NA	SRR11456837	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	yes	yes	C6	BAPS5
2016-TE-6409-1-3	NA	SRR11456836	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2016-TE-6412-1-1	NA	SRR11456835	2016	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2016-TE-6441-1-1	NA	SRR11456834	2016	SHEEP	ITALY	CAMPANIA	11	3	West Mediterranean	yes	no	yes	C8	BAPS4
2016-TE-860-1-1	NA	SRR11456833	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2016-TE-864-1-1	NA	SRR11456832	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2016-TE-865-1-1	NA	SRR11456830	2016	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2016-TE-866-1-1	NA	SRR11456829	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2016-TE-8694-1-1	NA	SRR11456828	2016	CATTLE	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2016-TE-8751-1-1	NA	SRR11456827	2016	GOAT	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C7	BAPS4
2017-TE-1047-1-1	NA	SRR11456826	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2017-TE-1048-1-1	NA	SRR11456825	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2017-TE-10741-1-1	NA	SRR11456824	2017	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C7	BAPS4
2017-TE-10742-1-1	NA	SRR11456823	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C7	BAPS4
2017-TE-12183-1-1	NA	SRR11456822	2017	SHEEP	ITALY	PUGLIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2017-TE-12456-1-1	NA	SRR11456821	2017	CATTLE	ITALY	PUGLIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2017-TE-12710-1-1	NA	SRR11456819	2017	SHEEP	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2017-TE-13570-1-1	NA	SRR11456818	2017	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	no	yes	yes	none	BAPS4
2017-TE-13572-1-1	NA	SRR11456817	2017	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2017-TE-13573-1-1	NA	SRR11456816	2017	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C9	BAPS5
2017-TE-13576-1-1	NA	SRR11456815	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C9	BAPS5
2017-TE-14902-1-1	NA	SRR11456814	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C2	BAPS4
2017-TE-17187-1-1	NA	SRR11456813	2017	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	no	yes	yes	C3	BAPS4
2017-TE-17190-1-1	NA	SRR11456812	2017	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	no	yes	yes	C15	BAPS4
2017-TE-25815-1-1	NA	SRR11456811	2017	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2017-TE-27023-1-1	NA	SRR11456810	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	none	BAPS4
2017-TE-2866-1-1	NA	SRR11456894	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2017-TE-2868-1-1	NA	SRR11456893	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C9	BAPS5
2017-TE-3407-1-1	NA	SRR11456892	2017	SHEEP	ITALY	CAMPANIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2017-TE-5491-1-1	NA	SRR11456891	2017	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	C1	BAPS4
2017-TE-5493-1-1	NA	SRR11456890	2017	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C10	BAPS5
2017-TE-5735-1-1	NA	SRR11456889	2017	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2017-TE-7017-1-1	NA	SRR11456888	2017	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2017-TE-7018-1-1	NA	SRR11456887	2017	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2017-TE-7019-1-1	NA	SRR11456886	2017	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2017-TE-7020-1-1	NA	SRR11456885	2017	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2017-TE-7021-1-1	NA	SRR11456883	2017	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2017-TE-7023-1-1	NA	SRR11456882	2017	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2017-TE-7025-1-1	NA	SRR11456881	2017	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2017-TE-7025-1-2	NA	SRR11456880	2017	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2017-TE-7245-1-1	NA	SRR11456879	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C1	BAPS4
2017-TE-755-1-1	NA	SRR11456878	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2017-TE-756-1-1	NA	SRR11456877	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2017-TE-758-1-1	NA	SRR11456876	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2017-TE-759-1-1	NA	SRR11456875	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C21	BAPS4
2017-TE-760-1-1	NA	SRR11456874	2017	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2017-TE-7974-1-1	NA	SRR11461934	2017	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C9	BAPS5
2017-TE-7977-1-1	NA	SRR11461933	2017	GOAT	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C9	BAPS5
2017-TE-7986-1-1	NA	SRR11461922	2017	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2017-TE-7988-1-1	NA	SRR11461911	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C9	BAPS5
2017-TE-7991-1-1	NA	SRR11461900	2017	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2017-TE-7992-1-1	NA	SRR11461889	2017	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2017-TE-7994-1-1	NA	SRR11461887	2017	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2017-TE-7995-1-1	NA	SRR11461886	2017	GOAT	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	none	BAPS4
2017-TE-859-1-1	NA	SRR11461885	2017	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2017-TE-861-1-1	NA	SRR11461884	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C9	BAPS5
2017-TE-862-1-1	NA	SRR11461932	2017	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS5
2017-TE-863-1-1	NA	SRR11461931	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS5
2017-TE-887-1-1	NA	SRR11461930	2017	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2017-TE-892-1-1	NA	SRR11461929	2017	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2018-IS-11745-1-8	NA	SRR11461928	2018	CATTLE	ITALY	MOLISE	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2018-TE-10258-1-1	NA	SRR11461927	2018	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2018-TE-10315-1-1	NA	SRR11461926	2018	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	C10	BAPS5
2018-TE-10527-1-1	NA	SRR11461925	2018	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2018-TE-11675-1-1	NA	SRR11461924	2018	SHEEP	ITALY	PUGLIA	88	3	West Mediterranean	yes	no	yes	C20	BAPS4
2018-TE-14202-1-1	NA	SRR11461923	2018	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2018-TE-15196-1-1	NA	SRR11461921	2018	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2018-TE-15205-1-1	NA	SRR11461920	2018	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2018-TE-15207-1-1	NA	SRR11461919	2018	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2018-TE-16373-1-1	NA	SRR11461918	2018	SHEEP	ITALY	TOSCANA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2018-TE-16373-1-2	NA	SRR11461917	2018	SHEEP	ITALY	TOSCANA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2018-TE-16373-1-3	NA	SRR11461916	2018	SHEEP	ITALY	TOSCANA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2018-TE-16373-1-4	NA	SRR11461915	2018	SHEEP	ITALY	TOSCANA	43	3	West Mediterranean	no	no	yes	C3	BAPS4
2018-TE-2066-1-1	NA	SRR11461914	2018	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C15	BAPS4
2018-TE-2069-1-1	NA	SRR11461913	2018	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2018-TE-2070-1-1	NA	SRR11461912	2018	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2018-TE-2072-1-1	NA	SRR11461910	2018	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2018-TE-2150-1-1	NA	SRR11461909	2018	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2018-TE-2151-1-1	NA	SRR11461908	2018	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2018-TE-25845-1-1	NA	SRR11461907	2018	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	yes	yes	none	BAPS4
2018-TE-25848-1-1	NA	SRR11461906	2018	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C18	BAPS5
2018-TE-25873-1-1	NA	SRR11461905	2018	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2018-TE-25874-1-1	NA	SRR11461904	2018	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C18	BAPS5
2018-TE-25875-1-1	NA	SRR11461903	2018	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C18	BAPS5
2018-TE-25878-1-1	NA	SRR11461902	2018	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C18	BAPS5
2018-TE-25880-1-1	NA	SRR11461901	2018	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C5	BAPS5
2018-TE-25884-1-1	NA	SRR11461899	2018	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C18	BAPS5
2018-TE-5118-1-1	NA	SRR11461898	2018	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	yes	yes	C1	BAPS4
2018-TE-7507-1-1	NA	SRR11461897	2018	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C9	BAPS5
2018-TE-7509-1-1	NA	SRR11461896	2018	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2018-TE-7511-1-1	NA	SRR11461895	2018	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C21	BAPS4
2018-TE-7519-1-1	NA	SRR11461894	2018	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2018-TE-7529-1-1	NA	SRR11461893	2018	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2018-TE-7532-1-1	NA	SRR11461892	2018	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	yes	yes	none	BAPS4
2018-TE-7536-1-1	NA	SRR11461891	2018	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C1	BAPS4
2018-TE-7551-1-1	NA	SRR11461890	2018	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2018-TE-7570-1-1	NA	SRR11461888	2018	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C15	BAPS4
2017-TE-24378-1-93	NA	SRR9831919	2015	HUMAN	IRAQ	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-94	NA	SRR9831918	2015	HUMAN	IRAQ	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-91	NA	SRR9831915	2014	HUMAN	IRAQ	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-92	NA	SRR9831914	2015	HUMAN	IRAQ	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-85	NA	SRR9831913	2014	HUMAN	NA	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-76	NA	SRR9831909	2013	HUMAN	NA	NA	8	2	East Mediterranean	no	yes	no	NA	BAPS3
2017-TE-24378-1-75	NA	SRR9831908	2013	HUMAN	NA	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-78	NA	SRR9831907	2013	HUMAN	NA	NA	8	2	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-77	NA	SRR9831906	2013	HUMAN	TURKEY	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-80	NA	SRR9831905	2014	HUMAN	NA	NA	12	3	African	yes	yes	no	NA	BAPS2
2017-TE-24378-1-79	NA	SRR9831904	2014	HUMAN	NA	NA	12	3	African	yes	no	no	NA	BAPS2
2017-TE-24378-1-82	NA	SRR9831903	2014	HUMAN	NA	NA	8	2	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-81	NA	SRR9831902	2014	HUMAN	NA	NA	71	2	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-84	NA	SRR9831901	2014	HUMAN	NA	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-83	NA	SRR9831900	2014	HUMAN	NA	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-10	NA	SRR9831899	1997	HUMAN	NA	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-9	NA	SRR9831898	1996	HUMAN	NA	NA	12	3	African	yes	no	no	NA	BAPS2
2017-TE-24378-1-7	NA	SRR9831896	1996	HUMAN	NA	NA	12	3	African	no	yes	no	NA	BAPS2
2017-TE-24378-1-6	NA	SRR9831895	1996	HUMAN	NA	NA	12	3	African	yes	no	no	NA	BAPS2
2017-TE-24378-1-5	NA	SRR9831894	1995	HUMAN	NA	NA	7	1	American	yes	yes	no	NA	BAPS1
2017-TE-24378-1-4	NA	SRR9831893	1995	HUMAN	NA	NA	8	2	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-3	NA	SRR9831892	1995	HUMAN	NA	NA	12	3	African	yes	yes	no	NA	BAPS2
2017-TE-24378-1-2	NA	SRR9831891	1994	HUMAN	NA	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-1	NA	SRR9831890	1994	HUMAN	SWEDEN	NA	11	3	West Mediterranean	yes	yes	no	NA	BAPS4
2017-TE-24378-1-68	NA	SRR9831888	2012	HUMAN	NA	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-65	NA	SRR9831887	2012	HUMAN	IRAQ	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-66	NA	SRR9831886	2012	HUMAN	NA	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-71	NA	SRR9831885	2012	HUMAN	LIBANON	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-72	NA	SRR9831884	2012	HUMAN	IRAQ	NA	8	3	East Mediterranean	no	yes	no	NA	BAPS3
2017-TE-24378-1-69	NA	SRR9831883	2012	HUMAN	NA	NA	12	3	African	yes	yes	no	NA	BAPS2
2017-TE-24378-1-70	NA	SRR9831882	2012	HUMAN	TURKEY	NA	8	2	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-73	NA	SRR9831881	2013	HUMAN	NA	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-74	NA	SRR9831880	2013	HUMAN	IRAQ	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-64	NA	SRR9831879	2012	HUMAN	NA	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-63	NA	SRR9831878	2012	HUMAN	NA	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-62	NA	SRR9831877	2011	HUMAN	NA	NA	8	2	East Mediterranean	no	yes	no	NA	BAPS3
2017-TE-24378-1-57	NA	SRR9831873	2011	HUMAN	NA	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-56	NA	SRR9831872	2011	HUMAN	INDIA	NA	8	2	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-55	NA	SRR9831871	2011	HUMAN	SWEDEN	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-54	NA	SRR9831870	2011	HUMAN	SYRIA	NA	8	3	East Mediterranean	no	yes	no	NA	BAPS3
2017-TE-24378-1-105	NA	SRR9831869	2010	HUMAN	NA	NA	71	2	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-108	NA	SRR9831868	2011	HUMAN	NA	NA	8	2	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-109	NA	SRR9831867	2011	HUMAN	NA	NA	8	2	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-52	NA	SRR9831866	2010	HUMAN	NA	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-53	NA	SRR9831865	2011	HUMAN	NA	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-43	NA	SRR9831864	2008	HUMAN	NA	NA	8	3	East Mediterranean	yes	no	no	NA	BAPS3
2017-TE-24378-1-45	NA	SRR9831863	2008	HUMAN	NA	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-46	NA	SRR9831862	2008	HUMAN	NA	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-47	NA	SRR9831861	2009	HUMAN	IRAQ	NA	8	3	East Mediterranean	yes	yes	no	NA	BAPS3
2017-TE-24378-1-48	NA	SRR9831860	2009	HUMAN	NA	NA	12	3	African	yes	yes	no	NA	BAPS2
